Segmentasi,Status,New/ Existing,Product,offer status,B/W (Mbps),OTC,MRC,GRAND TOTAL,Cluster
MANUFAKTUR,in Building,NEW,SMARTLINK,ACTIVE,0.01,0.02727272727272727,0.052941176470588235,0.058116232464929855,0
MANUFAKTUR,in Building,NEW,LOCAL LOOP,LOST ,0.002,0.09090909090909091,0.041176470588235294,0.08316633266533066,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,NEGOTIATION,0.002,0.03636363636363636,0.03764705882352941,0.0501002004008016,3
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,NEGOTIATION,0.0005,0.09090909090909091,0.02,0.06513026052104208,3
OTOMOTIF,in Building,NEW,INFINYLINK,PROPOSAL,0.002,0.03636363636363636,0.0976470588235294,0.10120240480961923,2
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,PROPOSAL,0.0005,0.09090909090909091,0.02,0.06513026052104208,2
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.003,0.03636363636363636,0.03529411764705882,0.04809619238476954,5
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.011764705882352941,0.028056112224448898,5
MANUFAKTUR,in Building,NEW,SMARTLINK,LOST ,0.0025,0.02727272727272727,0.010588235294117647,0.022044088176352707,0
ISP & ICT,in Building,NEW,INFINYLINK,PROPOSAL,0.005,0.05454545454545454,0.052941176470588235,0.07314629258517033,2
MANUFAKTUR,Greenfield,NEW,INFYLINK MIX,NEGOTIATION,0.003,0.07272727272727272,0.04588235294117647,0.07715430861723446,1
ISP & ICT,in Building,NEW,INFYLINK MIX,NEGOTIATION,1.0,0.05454545454545454,0.3411764705882353,0.3186372745490982,3
MANUFAKTUR,in Building,NEW,INFINYLINK,NEGOTIATION,0.0005,0.07272727272727272,0.02,0.05511022044088176,0
FINANCIAL & BANKING,in Building,NEW,SMARTLINK,LOST ,0.015000000000000001,0.03636363636363636,0.023529411764705882,0.038076152304609215,0
RETAIL CONSUMER GOODS,in Building,NEW,SMARTLINK,PO WON,0.0025,0.03636363636363636,0.010588235294117647,0.027054108216432865,5
EDUCATION,in Building,NEW,SMARTLINK,LOST ,0.01,0.045454545454545456,0.015294117647058823,0.03607214428857715,0
RETAIL CONSUMER GOODS,in Building,NEW,INFINYLINK,PROPOSAL,0.0005,0.05454545454545454,0.02,0.04509018036072144,2
HOREKA JKT,Greenfield,EXISTING,INFINYLINK,NEGOTIATION,0.005,0.05454545454545454,0.05647058823529411,0.07615230460921843,4
ISP & ICT,in Building,NEW,SMARTLINK,LOST ,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,PROPOSAL,0.005,0.045454545454545456,0.05058823529411764,0.06613226452905811,2
MANUFAKTUR,in Building,NEW,SMARTLINK,PROPOSAL,0.0025,0.03636363636363636,0.007647058823529411,0.024549098196392786,5
HEALTH FACILITY,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.02727272727272727,0.029411764705882353,0.038076152304609215,5
EDUCATION,in Building,NEW,SMARTLINK,PROPOSAL,0.01,0.03636363636363636,0.015294117647058823,0.031062124248496994,5
MANUFAKTUR,in Building,NEW,INFYLINK MIX,PROPOSAL,0.05,0.05454545454545454,0.3176470588235294,0.2985971943887775,3
ISP & ICT,in Building,NEW,SMARTLINK,PROPOSAL,0.025,0.02727272727272727,0.047058823529411764,0.0531062124248497,5
